SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
157,01,075,20392,00000,00000,1,A,Detroit town,Alabama,230,230,225
157,01,075,39520,00000,00000,1,A,Kennedy town,Alabama,437,436,427
157,01,075,48808,00000,00000,1,A,Millport town,Alabama,1007,1004,982
157,01,075,73728,00000,00000,1,A,Sulligent city,Alabama,1875,1871,1838
157,01,075,78480,00000,00000,1,A,Vernon city,Alabama,1921,1916,1874
157,01,075,99990,00000,00000,1,F,Balance of Lamar County,Alabama,8316,8301,8160
050,01,077,00000,00000,00000,0,A,Lauderdale County,Alabama,93564,93610,94043
157,01,077,01756,00000,00000,1,A,Anderson town,Alabama,255,255,256
157,01,077,26896,00000,00000,1,A,Florence city,Alabama,39783,39803,39933
157,01,077,39784,00000,00000,1,A,Killen town,Alabama,1038,1037,1040
157,01,077,42640,00000,00000,1,A,Lexington town,Alabama,735,735,737
157,01,077,66216,00000,00000,1,A,Rogersville town,Alabama,1297,1303,1336
157,01,077,67536,00000,00000,1,A,St. Florian town,Alabama,611,615,658
157,01,077,80064,00000,00000,1,A,Waterloo town,Alabama,182,183,184
157,01,077,99990,00000,00000,1,F,Balance of Lauderdale County,Alabama,49663,49679,49899
050,01,079,00000,00000,00000,0,A,Lawrence County,Alabama,33073,33063,33090
157,01,079,18040,00000,00000,1,A,Courtland town,Alabama,585,584,584
157,01,079,34816,00000,00000,1,A,Hillsboro town,Alabama,410,410,409
157,01,079,51600,00000,00000,1,A,Moulton city,Alabama,3366,3363,3358
157,01,079,55044,00000,00000,1,A,North Courtland town,Alabama,483,482,484
157,01,079,76584,00000,00000,1,A,Town Creek town,Alabama,1055,1054,1053
157,01,079,76872,00000,00000,1,A,Trinity town (pt.),Alabama,3,3,3
157,01,079,99990,00000,00000,1,F,Balance of Lawrence County,Alabama,27171,27167,27199
050,01,081,00000,00000,00000,0,A,Lee County,Alabama,174241,174601,177218
157,01,081,03076,00000,00000,1,A,Auburn city,Alabama,76000,76429,78564
157,01,081,43744,00000,00000,1,A,Loachapoka town,Alabama,162,161,161
157,01,081,55440,00000,00000,1,A,Notasulga town (pt.),Alabama,52,52,51
157,01,081,57048,00000,00000,1,A,Opelika city,Alabama,31039,31073,31538
157,01,081,59472,00000,00000,1,A,Phenix City city (pt.),Alabama,6786,6760,6716
157,01,081,71190,00000,00000,1,A,Smiths Station city,Alabama,5402,5391,5381
157,01,081,80256,00000,00000,1,A,Waverly town (pt.),Alabama,58,58,57
157,01,081,99990,00000,00000,1,F,Balance of Lee County,Alabama,54742,54677,54750
050,01,083,00000,00000,00000,0,A,Limestone County,Alabama,103570,104322,107517
157,01,083,02260,00000,00000,1,A,Ardmore town,Alabama,1327,1335,1370
157,01,083,02956,00000,00000,1,A,Athens city,Alabama,25420,25686,27027
157,01,083,20104,00000,00000,1,A,Decatur city (pt.),Alabama,55,56,59
157,01,083,23488,00000,00000,1,A,Elkmont town,Alabama,417,419,429
157,01,083,37000,00000,00000,1,A,Huntsville city (pt.),Alabama,4403,4443,4601
157,01,083,42352,00000,00000,1,A,Lester town,Alabama,109,110,112
157,01,083,45784,00000,00000,1,A,Madison city (pt.),Alabama,11260,11362,11791
157,01,083,51264,00000,00000,1,A,Mooresville town,Alabama,44,44,45
157,01,083,99990,00000,00000,1,F,Balance of Limestone County,Alabama,60535,60867,62083
050,01,085,00000,00000,00000,0,A,Lowndes County,Alabama,10311,10297,9965
157,01,085,05692,00000,00000,1,A,Benton town,Alabama,40,40,39
157,01,085,27520,00000,00000,1,A,Fort Deposit town,Alabama,1236,1235,1194
157,01,085,30808,00000,00000,1,A,Gordonville town,Alabama,247,246,239
157,01,085,33712,00000,00000,1,A,Hayneville town,Alabama,808,806,778
157,01,085,44536,00000,00000,1,A,Lowndesboro town,Alabama,88,88,84
157,01,085,51520,00000,00000,1,A,Mosses town,Alabama,841,841,814
157,01,085,81912,00000,00000,1,A,White Hall town,Alabama,814,812,785
157,01,085,99990,00000,00000,1,F,Balance of Lowndes County,Alabama,6237,6229,6032
050,01,087,00000,00000,00000,0,A,Macon County,Alabama,19532,19476,18895
157,01,087,28024,00000,00000,1,A,Franklin town,Alabama,603,600,583
157,01,087,55440,00000,00000,1,A,Notasulga town (pt.),Alabama,886,887,865
157,01,087,70128,00000,00000,1,A,Shorter town,Alabama,395,394,380
157,01,087,77304,00000,00000,1,A,Tuskegee city,Alabama,9181,9149,8870
157,01,087,99990,00000,00000,1,F,Balance of Macon County,Alabama,8467,8446,8197
050,01,089,00000,00000,00000,0,A,Madison County,Alabama,388153,389696,395211
157,01,089,32440,00000,00000,1,A,Gurley town,Alabama,824,824,825
157,01,089,37000,00000,00000,1,A,Huntsville city (pt.),Alabama,209966,210597,212359
157,01,089,45784,00000,00000,1,A,Madison city (pt.),Alabama,45864,46027,46566
157,01,089,54168,00000,00000,1,A,New Hope city,Alabama,2897,2898,2891
157,01,089,57504,00000,00000,1,A,Owens Cross Roads town,Alabama,2596,2622,2635
157,01,089,76824,00000,00000,1,A,Triana town,Alabama,2907,3012,3396
157,01,089,99990,00000,00000,1,F,Balance of Madison County,Alabama,123099,123716,126539
050,01,091,00000,00000,00000,0,A,Marengo County,Alabama,19323,19264,18996
157,01,091,19912,00000,00000,1,A,Dayton town,Alabama,29,29,28
157,01,091,20296,00000,00000,1,A,Demopolis city,Alabama,7163,7135,7009
157,01,091,25816,00000,00000,1,A,Faunsdale town,Alabama,85,85,83
157,01,091,43240,00000,00000,1,A,Linden city,Alabama,1926,1919,1887
157,01,091,53112,00000,00000,1,A,Myrtlewood town,Alabama,72,72,71
157,01,091,62688,00000,00000,1,A,Providence town,Alabama,168,167,166
157,01,091,74304,00000,00000,1,A,Sweet Water town,Alabama,230,229,225
157,01,091,75936,00000,00000,1,A,Thomaston town,Alabama,330,329,325
157,01,091,99990,00000,00000,1,F,Balance of Marengo County,Alabama,9320,9299,9202
050,01,093,00000,00000,00000,0,A,Marion County,Alabama,29341,29287,29246
157,01,093,04852,00000,00000,1,A,Bear Creek town,Alabama,1040,1039,1043
157,01,093,09424,00000,00000,1,A,Brilliant town,Alabama,838,835,833
157,01,093,29944,00000,00000,1,A,Glen Allen town (pt.),Alabama,53,53,53
157,01,093,32224,00000,00000,1,A,Guin city,Alabama,2193,2186,2172
157,01,093,32536,00000,00000,1,A,Gu-Win town (pt.),Alabama,141,141,142
157,01,093,32560,00000,00000,1,A,Hackleburg town,Alabama,1433,1430,1430
157,01,093,32704,00000,00000,1,A,Haleyville city (pt.),Alabama,59,59,59
157,01,093,32848,00000,00000,1,A,Hamilton city,Alabama,7031,7012,6991
157,01,093,77352,00000,00000,1,A,Twin town,Alabama,362,360,361
157,01,093,82992,00000,00000,1,A,Winfield city (pt.),Alabama,4113,4120,4105
157,01,093,99990,00000,00000,1,F,Balance of Marion County,Alabama,12078,12052,12057
050,01,095,00000,00000,00000,0,A,Marshall County,Alabama,97612,97608,98228
157,01,095,00988,00000,00000,1,A,Albertville city,Alabama,22390,22385,22522
157,01,095,02116,00000,00000,1,A,Arab city (pt.),Alabama,8420,8418,8470
157,01,095,07912,00000,00000,1,A,Boaz city (pt.),Alabama,8998,8996,9055
157,01,095,21328,00000,00000,1,A,Douglas town,Alabama,758,757,761
157,01,095,31096,00000,00000,1,A,Grant town,Alabama,1039,1038,1040
157,01,095,32416,00000,00000,1,A,Guntersville city,Alabama,8549,8570,8713
157,01,095,68280,00000,00000,1,A,Sardis City town (pt.),Alabama,6,6,6
157,01,095,77784,00000,00000,1,A,Union Grove town,Alabama,70,70,70
157,01,095,99990,00000,00000,1,F,Balance of Marshall County,Alabama,47382,47368,47591
050,01,097,00000,00000,00000,0,A,Mobile County,Alabama,414809,414250,413073
157,01,097,04684,00000,00000,1,A,Bayou La Batre city,Alabama,2202,2198,2182
157,01,097,14392,00000,00000,1,A,Chickasaw city,Alabama,6478,6458,6395
157,01,097,15064,00000,00000,1,A,Citronelle city,Alabama,3940,3932,3924
157,01,097,18304,00000,00000,1,A,Creola city,Alabama,1938,1936,1936
157,01,097,19744,00000,00000,1,A,Dauphin Island town,Alabama,1777,1785,1814
157,01,097,50000,00000,00000,1,A,Mobile city,Alabama,186833,186411,184952
157,01,097,52608,00000,00000,1,A,Mount Vernon town,Alabama,1352,1353,1362
157,01,097,62496,00000,00000,1,A,Prichard city,Alabama,19308,19259,19097
157,01,097,68160,00000,00000,1,A,Saraland city,Alabama,16194,16180,16319
157,01,097,68352,00000,00000,1,A,Satsuma city,Alabama,6758,6759,6785
157,01,097,69240,00000,00000,1,A,Semmes city,Alabama,4967,4996,5209
157,01,097,99990,00000,00000,1,F,Balance of Mobile County,Alabama,163062,162983,163098
050,01,099,00000,00000,00000,0,A,Monroe County,Alabama,19772,19723,19648
157,01,099,04900,00000,00000,1,A,Beatrice town,Alabama,203,203,203
157,01,099,24880,00000,00000,1,A,Excel town,Alabama,556,554,550
157,01,099,28312,00000,00000,1,A,Frisco City town,Alabama,1178,1174,1165
157,01,099,50192,00000,00000,1,A,Monroeville city,Alabama,5903,5885,5841
157,01,099,79272,00000,00000,1,A,Vredenburgh town,Alabama,223,222,223
157,01,099,99990,00000,00000,1,F,Balance of Monroe County,Alabama,11709,11685,11666
050,01,101,00000,00000,00000,0,A,Montgomery County,Alabama,228954,228448,227434
157,01,101,51000,00000,00000,1,A,Montgomery city,Alabama,200567,200006,198665
157,01,101,59760,00000,00000,1,A,Pike Road town,Alabama,9461,9558,9978
157,01,101,99990,00000,00000,1,F,Balance of Montgomery County,Alabama,18926,18884,18791
050,01,103,00000,00000,00000,0,A,Morgan County,Alabama,123421,123336,123668
157,01,103,20104,00000,00000,1,A,Decatur city (pt.),Alabama,57796,57721,57745
157,01,103,24688,00000,00000,1,A,Eva town,Alabama,591,590,589
157,01,103,25648,00000,00000,1,A,Falkville town,Alabama,1152,1151,1147
157,01,103,33448,00000,00000,1,A,Hartselle city,Alabama,15484,15472,15549
157,01,103,37000,00000,00000,1,A,Huntsville city (pt.),Alabama,3,3,3
157,01,103,62472,00000,00000,1,A,Priceville town,Alabama,3518,3553,3685
157,01,103,71496,00000,00000,1,A,Somerville town,Alabama,795,796,799
157,01,103,76872,00000,00000,1,A,Trinity town (pt.),Alabama,2530,2528,2539
157,01,103,99990,00000,00000,1,F,Balance of Morgan County,Alabama,41552,41522,41612
050,01,105,00000,00000,00000,0,A,Perry County,Alabama,8511,8452,8355
157,01,105,46768,00000,00000,1,A,Marion city,Alabama,3241,3219,3178
157,01,105,77904,00000,00000,1,A,Uniontown town,Alabama,2081,2064,2037
157,01,105,99990,00000,00000,1,F,Balance of Perry County,Alabama,3189,3169,3140
050,01,107,00000,00000,00000,0,A,Pickens County,Alabama,19123,19062,18801
157,01,107,01228,00000,00000,1,A,Aliceville city,Alabama,2175,2166,2123
157,01,107,12304,00000,00000,1,A,Carrollton town,Alabama,1018,1015,998
157,01,107,24472,00000,00000,1,A,Ethelsville town,Alabama,50,50,50
157,01,107,30736,00000,00000,1,A,Gordo town,Alabama,1639,1634,1612
157,01,107,45640,00000,00000,1,A,McMullen town,Alabama,29,29,28
157,01,107,48052,00000,00000,1,A,Memphis town,Alabama,26,26,25
157,01,107,59592,00000,00000,1,A,Pickensville town,Alabama,558,555,550
157,01,107,64104,00000,00000,1,A,Reform town,Alabama,1523,1518,1495
157,01,107,99990,00000,00000,1,F,Balance of Pickens County,Alabama,12105,12069,11920
050,01,109,00000,00000,00000,0,A,Pike County,Alabama,33009,32981,32991
157,01,109,03940,00000,00000,1,A,Banks town,Alabama,156,156,155
157,01,109,10240,00000,00000,1,A,Brundidge city,Alabama,2093,2087,2070
157,01,109,30880,00000,00000,1,A,Goshen town,Alabama,271,270,270
157,01,109,76920,00000,00000,1,A,Troy city,Alabama,17581,17579,17609
157,01,109,99990,00000,00000,1,F,Balance of Pike County,Alabama,12908,12889,12887
050,01,111,00000,00000,00000,0,A,Randolph County,Alabama,21967,21971,21989
157,01,111,65040,00000,00000,1,A,Roanoke city,Alabama,5295,5292,5279
157,01,111,79344,00000,00000,1,A,Wadley town,Alabama,598,598,597
157,01,111,80496,00000,00000,1,A,Wedowee town,Alabama,721,721,720
157,01,111,83400,00000,00000,1,A,Woodland town,Alabama,222,222,222
157,01,111,99990,00000,00000,1,F,Balance of Randolph County,Alabama,15131,15138,15171
050,01,113,00000,00000,00000,0,A,Russell County,Alabama,59183,59226,58722
157,01,113,37096,00000,00000,1,A,Hurtsboro town,Alabama,347,348,345
157,01,113,59472,00000,00000,1,A,Phenix City city (pt.),Alabama,32033,32023,31712
157,01,113,99990,00000,00000,1,F,Balance of Russell County,Alabama,26803,26855,26665
050,01,115,00000,00000,00000,0,A,St. Clair County,Alabama,91103,91333,92748
157,01,115,02320,00000,00000,1,A,Argo town (pt.),Alabama,4318,4320,4341
157,01,115,02908,00000,00000,1,A,Ashville city,Alabama,2314,2318,2347
157,01,115,15256,00000,00000,1,A,Clay city (pt.),Alabama,1,1,1
157,01,115,41968,00000,00000,1,A,Leeds city (pt.),Alabama,2070,2075,2089
157,01,115,46696,00000,00000,1,A,Margaret town,Alabama,5123,5181,5427
157,01,115,51096,00000,00000,1,A,Moody city,Alabama,13232,13270,13563
157,01,115,56400,00000,00000,1,A,Odenville city,Alabama,4970,4972,4999
157,01,115,58896,00000,00000,1,A,Pell City city,Alabama,12846,12898,13248
157,01,115,63216,00000,00000,1,A,Ragland town,Alabama,1697,1699,1707
157,01,115,64920,00000,00000,1,A,Riverside city,Alabama,2235,2237,2251
157,01,115,72600,00000,00000,1,A,Springville city,Alabama,4804,4825,4935
157,01,115,72888,00000,00000,1,A,Steele town,Alabama,993,993,1000
157,01,115,76944,00000,00000,1,A,Trussville city (pt.),Alabama,1984,1993,2032
157,01,115,79008,00000,00000,1,A,Vincent town (pt.),Alabama,0,0,0
157,01,115,99990,00000,00000,1,F,Balance of St. Clair County,Alabama,34516,34551,34808
050,01,117,00000,00000,00000,0,A,Shelby County,Alabama,223024,223708,226902
157,01,117,00820,00000,00000,1,A,Alabaster city,Alabama,33360,33381,33676
157,01,117,07000,00000,00000,1,A,Birmingham city (pt.),Alabama,1908,1909,1906
157,01,117,11416,00000,00000,1,A,Calera city (pt.),Alabama,16461,16588,17326
157,01,117,14104,00000,00000,1,A,Chelsea city,Alabama,15070,15175,15653
157,01,117,16768,00000,00000,1,A,Columbiana city,Alabama,4161,4181,4263
157,01,117,33256,00000,00000,1,A,Harpersville town,Alabama,1625,1630,1690
157,01,117,34024,00000,00000,1,A,Helena city (pt.),Alabama,18484,18591,19023
157,01,117,35896,00000,00000,1,A,Hoover city (pt.),Alabama,26635,26702,26868
157,01,117,37465,00000,00000,1,A,Indian Springs Village city,Alabama,2494,2494,2491
157,01,117,41968,00000,00000,1,A,Leeds city (pt.),Alabama,101,101,103
157,01,117,50312,00000,00000,1,A,Montevallo city,Alabama,6948,7002,7255
157,01,117,58848,00000,00000,1,A,Pelham city,Alabama,24400,24458,24688
157,01,117,78552,00000,00000,1,A,Vestavia Hills city (pt.),Alabama,30,30,30
157,01,117,79008,00000,00000,1,A,Vincent town (pt.),Alabama,1986,1991,1997
157,01,117,81504,00000,00000,1,A,Westover town,Alabama,1777,1787,1796
157,01,117,82848,00000,00000,1,A,Wilsonville town,Alabama,1859,1863,1873
157,01,117,82872,00000,00000,1,A,Wilton town,Alabama,592,592,592
157,01,117,99990,00000,00000,1,S,Balance of Shelby County,Alabama,65133,65233,65672
050,01,119,00000,00000,00000,0,A,Sumter County,Alabama,12345,12295,12164
157,01,119,18952,00000,00000,1,A,Cuba town,Alabama,313,311,306
157,01,119,23872,00000,00000,1,A,Emelle town,Alabama,34,34,33
157,01,119,24256,00000,00000,1,A,Epes town,Alabama,279,277,275
157,01,119,28768,00000,00000,1,A,Gainesville town,Alabama,176,175,174
157,01,119,29392,00000,00000,1,A,Geiger town,Alabama,160,159,156
157,01,119,43720,00000,00000,1,A,Livingston city,Alabama,3205,3195,3153
157,01,119,84096,00000,00000,1,A,York city,Alabama,2454,2443,2415
157,01,119,99990,00000,00000,1,F,Balance of Sumter County,Alabama,5724,5701,5652
050,01,121,00000,00000,00000,0,A,Talladega County,Alabama,82149,82069,81524
157,01,121,08248,00000,00000,1,A,Bon Air town,Alabama,171,171,168
157,01,121,14464,00000,00000,1,A,Childersburg city,Alabama,4760,4748,4689
157,01,121,43120,00000,00000,1,A,Lincoln city,Alabama,6855,6912,7082
157,01,121,52848,00000,00000,1,A,Munford town,Alabama,1347,1343,1333
157,01,121,55752,00000,00000,1,A,Oak Grove town,Alabama,559,558,553
157,01,121,57576,00000,00000,1,A,Oxford city (pt.),Alabama,4522,4518,4488
157,01,121,74352,00000,00000,1,A,Sylacauga city,Alabama,12577,12543,12373
157,01,121,74592,00000,00000,1,A,Talladega city,Alabama,15834,15796,15621
157,01,121,74616,00000,00000,1,A,Talladega Springs town,Alabama,147,147,145
157,01,121,79008,00000,00000,1,A,Vincent town (pt.),Alabama,0,0,0
157,01,121,79488,00000,00000,1,A,Waldo town,Alabama,253,253,253
157,01,121,99990,00000,00000,1,F,Balance of Talladega County,Alabama,35124,35080,34819
050,01,123,00000,00000,00000,0,A,Tallapoosa County,Alabama,41311,41229,41023
157,01,123,01132,00000,00000,1,A,Alexander City city,Alabama,14807,14761,14618
157,01,123,11680,00000,00000,1,A,Camp Hill town,Alabama,1006,1003,990
157,01,123,19336,00000,00000,1,A,Dadeville city,Alabama,3043,3034,2998
157,01,123,19816,00000,00000,1,A,Daviston town,Alabama,175,174,174
157,01,123,30448,00000,00000,1,A,Goldville town,Alabama,54,54,53
157,01,123,38248,00000,00000,1,A,Jacksons' Gap town,Alabama,750,749,753
157,01,123,54432,00000,00000,1,A,New Site town,Alabama,774,774,772
157,01,123,74688,00000,00000,1,A,Tallassee city (pt.),Alabama,1650,1643,1623
157,01,123,80256,00000,00000,1,A,Waverly town (pt.),Alabama,0,0,0
157,01,123,99990,00000,00000,1,F,Balance of Tallapoosa County,Alabama,19052,19037,19042
050,01,125,00000,00000,00000,0,A,Tuscaloosa County,Alabama,227036,227153,227007
157,01,125,09808,00000,00000,1,A,Brookwood town,Alabama,2503,2498,2473
157,01,125,16000,00000,00000,1,A,Coaling town,Alabama,2038,2033,2010
157,01,125,16312,00000,00000,1,A,Coker town,Alabama,901,899,888
157,01,125,40928,00000,00000,1,A,Lake View town (pt.),Alabama,3250,3262,3325
157,01,125,51648,00000,00000,1,A,Moundville town (pt.),Alabama,1243,1244,1260
157,01,125,55200,00000,00000,1,A,Northport city,Alabama,31119,31117,31009
157,01,125,77256,00000,00000,1,A,Tuscaloosa city,Alabama,99706,99960,100618
157,01,125,78264,00000,00000,1,A,Vance town (pt.),Alabama,2017,2052,2070
157,01,125,83640,00000,00000,1,A,Woodstock town (pt.),Alabama,131,130,138
157,01,125,99990,00000,00000,1,F,Balance of Tuscaloosa County,Alabama,84128,83958,83216
050,01,127,00000,00000,00000,0,A,Walker County,Alabama,65342,65100,64818
157,01,127,12016,00000,00000,1,A,Carbon Hill city,Alabama,1748,1740,1727
157,01,127,17368,00000,00000,1,A,Cordova city,Alabama,1708,1699,1681
157,01,127,21136,00000,00000,1,A,Dora city,Alabama,2308,2299,2290
157,01,127,23344,00000,00000,1,A,Eldridge town,Alabama,129,129,128
157,01,127,38416,00000,00000,1,A,Jasper city,Alabama,14448,14396,14354
157,01,127,39280,00000,00000,1,A,Kansas town,Alabama,182,181,179
157,01,127,53400,00000,00000,1,A,Nauvoo town (pt.),Alabama,187,186,184
157,01,127,55992,00000,00000,1,A,Oakman town,Alabama,773,769,762
157,01,127,58272,00000,00000,1,A,Parrish town,Alabama,988,983,980
157,01,127,70704,00000,00000,1,A,Sipsey town,Alabama,363,362,360
157,01,127,73848,00000,00000,1,A,Sumiton city (pt.),Alabama,2428,2419,2402
157,01,127,99990,00000,00000,1,F,Balance of Walker County,Alabama,40080,39937,39771
050,01,129,00000,00000,00000,0,A,Washington County,Alabama,15388,15296,15147
157,01,129,14008,00000,00000,1,A,Chatom town,Alabama,1049,1044,1039
157,01,129,45472,00000,00000,1,A,McIntosh town,Alabama,206,204,201
157,01,129,48832,00000,00000,1,A,Millry town,Alabama,450,447,443
157,01,129,99990,00000,00000,1,F,Balance of Washington County,Alabama,13683,13601,13464
050,01,131,00000,00000,00000,0,A,Wilcox County,Alabama,10600,10518,10446
157,01,131,11512,00000,00000,1,A,Camden city,Alabama,1873,1856,1832
157,01,131,55848,00000,00000,1,A,Oak Hill town,Alabama,14,14,14
157,01,131,59880,00000,00000,1,A,Pine Apple town,Alabama,143,142,139
157,01,131,60240,00000,00000,1,A,Pine Hill town,Alabama,768,761,756
157,01,131,83976,00000,00000,1,A,Yellow Bluff town,Alabama,211,210,209
157,01,131,99990,00000,00000,1,F,Balance of Wilcox County,Alabama,7591,7535,7496
050,01,133,00000,00000,00000,0,A,Winston County,Alabama,23540,23491,23652
157,01,133,00484,00000,00000,1,A,Addison town,Alabama,664,664,668
157,01,133,02500,00000,00000,1,A,Arley town,Alabama,328,328,330
157,01,133,21280,00000,00000,1,A,Double Springs town,Alabama,1072,1069,1076
157,01,133,32704,00000,00000,1,A,Haleyville city (pt.),Alabama,4290,4277,4292
157,01,133,44800,00000,00000,1,A,Lynn town,Alabama,614,612,617
157,01,133,53376,00000,00000,1,A,Natural Bridge town,Alabama,33,33,33
157,01,133,53400,00000,00000,1,A,Nauvoo town (pt.),Alabama,1,1,1
157,01,133,99990,00000,00000,1,F,Balance of Winston County,Alabama,16538,16507,16635
